id,user_id,date,weight,weight_avg,cal
87,1,8/9/2015,178,178.79,3300
88,1,8/10/2015,179,178.8,3395
89,1,8/11/2015,178,178.96,3265
90,1,8/12/2015,179,178.86,3220
91,1,8/13/2015,179,178.86,3660
92,1,8/14/2015,178,178.86,3655
93,1,8/15/2015,179,178.88,2280
94,1,8/16/2015,178,178.89,3470
95,1,8/17/2015,179,178.92,3405
96,1,8/18/2015,178,178.98,3405
97,1,8/19/2015,179,179.01,3640
98,1,8/20/2015,178,179.09,3680
99,1,8/21/2015,179,178.95,3165
100,1,8/22/2015,178,178.99,3075
101,1,8/23/2015,178,178.83,3610
102,1,8/24/2015,181,178.8,3410
103,1,8/25/2015,180,178.96,3130
104,1,8/26/2015,179,179.2,3590
105,1,8/27/2015,178,179.11,3750
106,1,8/28/2015,181,179.16,3530
107,1,8/29/2015,181,179.49,2985
108,1,8/30/2015,179,180,3700
109,1,8/31/2015,182,180.27,3760
110,1,9/1/2015,180,180.41,2970
111,1,9/2/2015,179,180.4,3600
112,1,9/3/2015,180,180.43,3535
113,1,9/4/2015,182,180.69,2885
114,1,9/5/2015,179,180.79,3065
115,1,9/6/2015,179,180.47,3960
116,1,9/7/2015,180,180.34,3430
117,1,9/8/2015,181,180.11,3555
118,1,9/9/2015,180,180.3,4030
119,1,9/10/2015,180,180.5,4040
120,1,9/11/2015,180,180.46,3715
121,1,9/12/2015,180,180.24,3040
122,1,9/13/2015,180,180.33,3830
123,1,9/14/2015,181,180.56,3850
124,1,9/15/2015,181,180.67,3360
125,1,9/16/2015,180,180.6,3790
126,1,9/17/2015,181,180.57,3835
127,1,9/18/2015,179,180.71,4115
128,1,9/19/2015,181,180.6,3195
129,1,9/20/2015,181,180.87,4030
130,1,9/21/2015,181,181,4290
131,1,9/22/2015,183,181.1,4215
132,1,9/23/2015,183,181.37,3955
133,1,9/24/2015,181,181.8,3820
134,1,9/25/2015,182,181.89,3765
135,1,9/26/2015,180,182.3,3720
136,1,9/27/2015,181,182.1,4115
137,1,9/28/2015,184,182.04,3770
138,1,9/29/2015,183,182.43,3370
139,1,9/30/2015,183,182.49,3990
140,1,10/1/2015,182,182.49,3920
141,1,10/2/2015,183,182.67,3530
142,1,10/3/2015,182,182.73,3470
143,1,10/4/2015,181,183.04,4010
144,1,10/5/2015,183,183.14,3760
145,1,10/6/2015,183,182.94,3870
146,1,10/7/2015,184,182.91,4080
147,1,10/8/2015,184,183.09,3395
148,1,10/9/2015,183,183.33,3335
149,1,10/10/2015,183,183.36,3965
150,1,10/11/2015,182,183.46,3920
151,1,10/12/2015,185,183.53,3765
152,1,10/13/2015,185,183.81,3535
153,1,10/14/2015,185,184.1,3750
154,1,10/15/2015,185,184.21,3455
155,1,10/16/2015,185,184.29,3630
156,1,10/17/2015,181,184.61,3800
157,1,10/18/2015,182,184.37,4295
158,1,10/19/2015,184,184.43,3805
159,1,10/20/2015,185,184.34,3565
160,1,10/21/2015,185,184.36,3990
161,1,10/22/2015,186,184.34,3520
162,1,10/23/2015,185,184.54,3465
163,1,10/24/2015,183,184.5,3800
164,1,10/25/2015,184,184.8,3900
165,1,10/26/2015,185,185.06,3850
166,1,10/27/2015,185,185.16,3710
167,1,10/28/2015,185,185.11,3880
168,1,10/29/2015,185,185.06,4095
169,1,10/30/2015,185,184.96,3510
170,1,10/31/2015,186,185.01,3825
171,1,11/1/2015,185,185.39,3935
172,1,11/2/2015,186,185.59,3895
173,1,11/3/2015,185,185.79,3565
174,1,11/4/2015,185,185.86,3355
175,1,11/5/2015,186,185.99,3465
176,1,11/6/2015,186,186.04,3500
177,1,11/7/2015,186,186.1,3740
178,1,11/8/2015,186,186.07,3850
179,1,11/9/2015,186,186.16,4065
180,1,11/10/2015,186,186.17,3805
181,1,11/11/2015,186,186.3,3625
182,1,11/12/2015,187,186.34,3600
183,1,11/13/2015,185,186.51,3575
184,1,11/14/2015,186,186.49,3810
185,1,11/15/2015,186,186.5,3775
186,1,11/16/2015,187,186.49,3835
187,1,11/17/2015,188,186.59,3760
188,1,11/18/2015,188,186.9,3685
189,1,11/19/2015,189,187.23,3980
190,1,11/20/2015,188,187.5,3805
191,1,11/21/2015,187,187.83,3265
192,1,11/22/2015,186,188.01,4020
193,1,11/23/2015,188,188.09,4520
194,1,11/24/2015,188,188.21,3665
195,1,11/25/2015,187,188.11,3670
196,1,11/26/2015,189,187.94,3715
197,1,11/27/2015,188,188,3745
198,1,11/28/2015,189,188.11,3655
199,1,11/29/2015,188,188.39,3830
200,1,11/30/2015,189,188.56,4025
201,1,12/1/2015,189,188.69,3200
202,1,12/2/2015,190,188.87,3765
203,1,12/3/2015,190,189.26,3565
204,1,12/4/2015,190,189.31,3570
205,1,12/5/2015,190,189.57,3595
206,1,12/6/2015,189,189.67,3810
207,1,12/7/2015,190,189.81,3810
208,1,12/8/2015,189,190,3835
209,1,12/9/2015,190,190.09,3880
210,1,12/10/2015,189,190.1,3830
211,1,12/11/2015,190,189.99,3760
212,1,12/12/2015,191,189.96,3395
213,1,12/13/2015,191,190.09,3790
214,1,12/14/2015,192,190.4,3870
215,1,12/15/2015,191,190.61,3710
216,1,12/16/2015,192,190.86,3620
217,1,12/17/2015,190,191.13,3860
218,1,12/18/2015,191,191.31,3635
219,1,12/19/2015,191,191.46,3485
220,1,12/20/2015,189,191.49,3655
221,1,12/21/2015,190,191.27,3780
222,1,12/22/2015,191,190.99,3670
223,1,12/23/2015,191,190.96,3410
224,1,12/24/2015,190,190.87,3425
225,1,12/25/2015,189,190.9,3495
226,1,12/26/2015,191,190.67,3510
227,1,12/27/2015,189,190.76,3570
228,1,12/28/2015,191,190.66,3700
229,1,12/29/2015,191,190.8,3490
230,1,12/30/2015,191,190.8,3645
231,1,12/31/2015,189,190.79,3880
232,1,1/1/2016,190,190.57,3640
233,1,1/2/2016,191,190.69,3005
234,1,1/3/2016,189,190.67,3725
235,1,1/4/2016,192,190.67,3760
236,1,1/5/2016,192,190.9,3865
237,1,1/6/2016,192,191.01,3495
238,1,1/7/2016,192,191.14,3545
239,1,1/8/2016,192,191.64,3570
240,1,1/9/2016,192,191.93,2515
241,1,1/10/2016,191,192.06,3560
242,1,1/11/2016,191,192.39,3545
243,1,1/12/2016,191,192.21,3490
244,1,1/13/2016,191,192.14,3860
245,1,1/14/2016,191,192.04,3515
246,1,1/15/2016,191,191.9,3700
247,1,1/16/2016,194,191.66,2385
248,1,1/17/2016,190,191.86,3695
249,1,1/18/2016,190,191.77,3730
250,1,1/19/2016,191,191.69,3820
251,1,1/20/2016,190,191.67,3550
252,1,1/21/2016,191,191.46,3625
253,1,1/22/2016,191,191.34,3625
254,1,1/23/2016,191,191.46,3200
255,1,1/24/2016,192,191.1,4220
256,1,1/25/2016,191,191.3,3725
257,1,1/26/2016,192,191.36,3730
258,1,1/27/2016,193,191.49,3775
259,1,1/28/2016,193,191.99,3545
260,1,1/29/2016,191,192.4,3620
261,1,1/30/2016,193,192.29,3550
262,1,1/31/2016,194,192.51,3740
263,1,2/1/2016,195,192.81,3585
264,1,2/2/2016,194,193.43,2810
265,1,2/3/2016,191,193.73,3750
266,1,2/4/2016,192,193.47,3570
267,1,2/5/2016,193,193.21,3670
268,1,2/6/2016,193,193.6,3050
269,1,2/7/2016,192,193.66,3610
270,1,2/8/2016,194,193.39,4110
271,1,2/9/2016,196,193.2,3890
272,1,2/10/2016,193,193.44,3420
273,1,2/11/2016,192,193.69,3740
274,1,2/12/2016,190,193.7,4015
275,1,2/13/2016,194,193.29,2670
276,1,2/14/2016,193,193.37,3570
277,1,2/15/2016,191,193.5,3555
278,1,2/16/2016,193,193.13,3760
279,1,2/17/2016,192,192.66,3000
280,1,2/18/2016,193,192.5,3545
281,1,2/19/2016,194,192.67,3485
282,1,2/20/2016,192,193.2,2920
283,1,2/21/2016,191,192.94,3765
284,1,2/22/2016,193,192.74,4100
285,1,2/23/2016,193,192.93,3610
286,1,2/24/2016,194,193.04,4010
287,1,2/25/2016,195,193.3,3730
288,1,2/26/2016,193,193.59,3770
289,1,2/27/2016,194,193.4,3535
290,1,2/28/2016,193,193.64,3405
291,1,2/29/2016,192,193.91,3520
292,1,3/1/2016,193,193.86,3775
293,1,3/2/2016,194,193.87,3480
294,1,3/3/2016,194,193.97,3830
295,1,3/4/2016,194,193.77,3685
296,1,3/5/2016,196,193.93,3665
297,1,3/6/2016,194,194.21,3370
298,1,3/7/2016,194,194.26,3950
299,1,3/8/2016,194,194.51,3810
300,1,3/9/2016,193,194.59,4065
301,1,3/10/2016,195,194.46,3435
302,1,3/11/2016,194,194.63,4195
303,1,3/12/2016,195,194.67,3270
304,1,3/13/2016,194,194.53,3790
305,1,3/14/2016,194,194.57,4515
306,1,3/15/2016,195,194.63,3805
307,1,3/16/2016,196,194.71,4340
308,1,3/17/2016,195,195.01,4090
309,1,3/18/2016,195,195.11,3450
310,1,3/19/2016,194,195.21,3110
311,1,3/20/2016,194,195.11,4050
312,1,3/21/2016,197,195.14,3590
313,1,3/22/2016,195,195.5,3705
314,1,3/23/2016,197,195.6,3710
315,1,3/24/2016,197,195.74,3735
316,1,3/25/2016,196,195.91,4070
317,1,3/26/2016,199,196.11,3785
318,1,3/27/2016,195,196.81,3720
319,1,3/28/2016,197,197,3980
320,1,3/29/2016,197,196.96,3915
321,1,3/30/2016,197,197.26,3735
322,1,3/31/2016,197,197.3,3445
323,1,4/1/2016,197,197.29,3855
324,1,4/2/2016,198,197.44,3310
325,1,4/3/2016,196,197.34,3790
326,1,4/4/2016,197,197.46,3700
327,1,4/5/2016,197,197.53,4015
328,1,4/6/2016,196,197.43,3985
329,1,4/7/2016,197,197.36,3975
330,1,4/8/2016,199,197.37,3865
331,1,4/9/2016,199,197.54,4020
332,1,4/10/2016,199,197.73,3955
333,1,4/11/2016,200,198.07,3725
334,1,4/12/2016,198,198.43,3835
335,1,4/13/2016,200,198.67,4360
336,1,4/14/2016,199,199.17,4015
337,1,4/15/2016,199,199.5,3850
338,1,4/16/2016,200,199.56,3040
339,1,4/17/2016,199,199.63,3710
340,1,4/18/2016,198,199.71,3570
341,1,4/19/2016,198,199.46,3985
342,1,4/20/2016,198,199.41,4120
343,1,4/21/2016,198,199.16,4045
344,1,4/22/2016,199,199.01,3735
345,1,4/23/2016,199,199,3715
346,1,4/24/2016,199,198.91,4325
347,1,4/25/2016,199,198.86,4025
348,1,4/26/2016,199,199.03,4290
349,1,4/27/2016,201,199.2,3910
350,1,4/28/2016,200,199.67,3955
351,1,4/29/2016,200,200.03,3810
352,1,4/30/2016,201,200.23,3280
353,1,5/1/2016,198,200.43,3525
354,1,5/2/2016,201,200.34,3400
355,1,5/3/2016,199,200.63,3720
356,1,5/4/2016,199,200.63,3580
357,1,5/5/2016,200,200.36,4010
358,1,5/6/2016,200,200.23,2880
359,1,5/7/2016,198,200.13,2905
360,1,5/8/2016,198,199.74,3420
361,1,5/9/2016,201,199.64,3555
362,1,5/10/2016,198,199.63,3465
363,1,5/11/2016,198,199.5,3480
364,1,5/12/2016,198,199.34,3610
365,1,5/13/2016,199,199.19,3360
366,1,5/14/2016,199,199.04,3405
367,1,5/15/2016,200,199.16,3260
368,1,5/16/2016,199,199.44,3180
369,1,5/17/2016,197,199.24,3375
370,1,5/18/2016,195,199.09,3225
371,1,5/19/2016,197,198.66,3365
372,1,5/20/2016,198,198.4,3335
373,1,5/21/2016,196,198.34,3210
374,1,5/22/2016,197,197.97,2900
375,1,5/23/2016,197,197.67,3460
376,1,5/24/2016,196,197.26,3110
377,1,5/25/2016,195,197.09,3445
378,1,5/26/2016,196,197.06,2890
379,1,5/27/2016,196,196.93,3190
380,1,5/28/2016,196,196.57,2810
381,1,5/29/2016,194,196.53,3225
382,1,5/30/2016,196,196.09,3220
383,1,5/31/2016,196,196.06,3005
384,1,6/1/2016,196,196.09,2795
385,1,6/2/2016,195,196.14,2770
386,1,6/3/2016,194,195.99,3035
387,1,6/4/2016,195,195.74,3005
388,1,6/5/2016,194,195.57,2925
389,1,6/6/2016,194,195.54,2920
390,1,6/7/2016,194,195.26,2795
391,1,6/8/2016,193,194.93,3340
392,1,6/9/2016,194,194.51,3040
393,1,6/10/2016,194,194.37,3060
394,1,6/11/2016,192,194.33,3085
395,1,6/12/2016,193,194,3220
396,1,6/13/2016,193,193.8,3120
397,1,6/14/2016,193,193.6,2955
398,1,6/15/2016,193,193.43,3095
399,1,6/16/2016,192,193.41,2915
400,1,6/17/2016,192,193.21,2750
401,1,6/18/2016,192,193,2865
402,1,6/19/2016,191,192.91,2955
403,1,6/20/2016,193,192.66,2585
404,1,6/21/2016,191,192.61,2900
405,1,6/22/2016,190,192.3,2885
406,1,6/23/2016,192,192,2760
407,1,6/24/2016,191,191.93,2780
408,1,6/25/2016,191,191.79,2510
409,1,6/26/2016,191,191.6,2755
410,1,6/27/2016,190,191.6,2715
411,1,6/28/2016,189,191.29,2800
412,1,6/29/2016,189,191.11,2825
413,1,6/30/2016,189,190.91,2930
414,1,7/1/2016,188,190.5,2735
415,1,7/2/2016,188,190.11,3005
416,1,7/3/2016,189,189.81,2980
417,1,7/4/2016,187,189.59,3100
418,1,7/5/2016,187,189.04,3145
419,1,7/6/2016,186,188.64,3075
420,1,7/7/2016,186,188.27,2830
421,1,7/8/2016,186,187.84,3440
422,1,7/9/2016,186,187.47,3230
423,1,7/10/2016,186,187.19,2940
424,1,7/11/2016,186,186.74,3570
425,1,7/12/2016,187,186.67,3665
426,1,7/13/2016,187,186.74,3015
427,1,7/14/2016,187,186.8,2580
428,1,7/15/2016,186,187.01,2425
429,1,7/16/2016,186,187.04,2635
430,1,7/17/2016,186,186.96,3220
431,1,7/18/2016,186,186.86,3020
432,1,7/19/2016,186,186.81,2920
433,1,7/20/2016,183,186.61,2920
434,1,7/21/2016,183,186.11,2790
435,1,7/22/2016,185,185.43,2960
436,1,7/23/2016,184,185.21,2760
437,1,7/24/2016,185,184.89,3435
438,1,7/25/2016,185,184.81,2930
439,1,7/26/2016,183,184.64,3070
440,1,7/27/2016,184,184.26,2830
441,1,7/28/2016,183,184.36,2950
442,1,7/29/2016,183,184.4,3230
443,1,7/30/2016,183,184.11,2700
444,1,7/31/2016,182,183.97,2870
445,1,8/1/2016,182,183.6,3145
446,1,8/2/2016,182,183.26,3010
447,1,8/3/2016,183,183.11,3280
448,1,8/4/2016,182,182.99,3105
449,1,8/5/2016,182,182.86,3680
450,1,8/6/2016,183,182.84,2845
451,1,8/7/2016,182,182.9,2655
452,1,8/8/2016,181,182.86,2710
453,1,8/9/2016,181,182.73,3090
454,1,8/10/2016,182,182.64,3055
455,1,8/11/2016,181,182.44,2770
456,1,8/12/2016,181,182.34,2665
457,1,8/13/2016,180,182.16,2570
458,1,8/14/2016,181,181.8,2655
459,1,8/15/2016,180,181.67,3005
460,1,8/16/2016,179,181.44,2640
461,1,8/17/2016,180,181.16,2980
462,1,8/18/2016,180,180.9,2810
463,1,8/19/2016,179,180.71,2935
464,1,8/20/2016,178,180.39,3110
465,1,8/21/2016,180,179.97,2835
466,1,8/22/2016,179,179.86,3195
467,1,8/23/2016,180,179.77,2855
468,1,8/24/2016,180,179.8,2950
469,1,8/25/2016,178,179.8,2635
470,1,8/26/2016,178,179.54,3040
471,1,8/27/2016,177,179.49,2945
472,1,8/28/2016,178,179.36,3005
473,1,8/29/2016,178,179.04,2820
474,1,8/30/2016,178,178.87,3170
475,1,8/31/2016,178,178.66,2660
476,1,9/1/2016,177,178.43,3180
477,1,9/2/2016,177,178.27,3125
478,1,9/3/2016,177,178.09,2330
479,1,9/4/2016,177,178.17,3320
480,1,9/5/2016,177,178,2975
481,1,9/6/2016,177,177.91,2875
482,1,9/7/2016,177,177.77,2915
483,1,9/8/2016,178,177.56,2505
484,1,9/9/2016,177,177.64,2905
485,1,9/10/2016,176,177.69,2525
486,1,9/11/2016,177,177.57,2720
487,1,9/12/2016,176,177.51,2745
488,1,9/13/2016,175,177.29,2990
489,1,9/14/2016,176,176.97,2610
490,1,9/15/2016,177,176.81,2630
491,1,9/16/2016,176,176.66,2720
492,1,9/17/2016,175,176.46,3165
493,1,9/18/2016,176,176.26,2460
494,1,9/19/2016,175,176.16,3095
495,1,9/20/2016,175,176.04,2790
496,1,9/21/2016,174,176.06,2480
497,1,9/22/2016,177,175.86,2615
498,1,9/23/2016,177,175.89,2525
499,1,9/24/2016,177,175.96,2665
500,1,9/25/2016,176,176.26,2735
501,1,9/26/2016,174,176.2,2640
502,1,9/27/2016,174,176.04,2885
503,1,9/28/2016,174,175.84,2600
504,1,9/29/2016,174,175.77,2625
505,1,9/30/2016,175,175.34,2690
506,1,10/1/2016,174,175.09,2760
507,1,10/2/2016,175,174.69,2620
508,1,10/3/2016,175,174.63,2590
509,1,10/4/2016,174,174.76,2380
510,1,10/5/2016,174,174.77,3075
511,1,10/6/2016,174,174.73,2490
512,1,10/7/2016,173,174.76,2525
513,1,10/8/2016,175,174.57,2840
514,1,10/9/2016,173,174.6,2690
515,1,10/10/2016,173,174.23,2710
516,1,10/11/2016,174,173.96,2675
517,1,10/12/2016,173,173.99,2695
518,1,10/13/2016,172,173.84,2945
519,1,10/14/2016,173,173.51,2550
520,1,10/15/2016,174,173.43,2875
521,1,10/16/2016,173,173.29,2480
522,1,10/17/2016,173,173.31,2630
523,1,10/18/2016,171,173.29,2385
524,1,10/19/2016,171,172.91,2645
525,1,10/20/2016,172,172.71,2620
526,1,10/21/2016,170,172.7,2715
527,1,10/22/2016,172,172.36,2860
528,1,10/23/2016,171,172.11,2495
529,1,10/24/2016,173,171.91,2675
530,1,10/25/2016,171,172,2590
531,1,10/26/2016,170,172,2695
532,1,10/27/2016,171,171.86,2720
533,1,10/28/2016,173,171.77,2495
534,1,10/29/2016,170,172.07,2790
535,1,10/30/2016,171,171.8,2300
536,1,10/31/2016,169,171.71,2680
537,1,11/1/2016,170,171.14,2630
538,1,11/2/2016,168,170.93,2595
539,1,11/3/2016,170,170.67,2680
540,1,11/4/2016,171,170.51,2530
541,1,11/5/2016,170,170.26,2400
542,1,11/6/2016,170,170.2,2565
543,1,11/7/2016,170,170.16,2495
544,1,11/8/2016,169,170.33,2420
545,1,11/9/2016,168,170.29,2515
546,1,11/10/2016,169,170.29,2330
547,1,11/11/2016,168,170.14,2330
548,1,11/12/2016,168,169.81,2555
549,1,11/13/2016,169,169.53,2775
550,1,11/14/2016,168,169.27,2750
551,1,11/15/2016,168,168.91,2500
552,1,11/16/2016,170,168.76,2455
553,1,11/17/2016,169,168.94,2335
554,1,11/18/2016,169,168.97,2525
555,1,11/19/2016,169,169.07,2205
556,1,11/20/2016,168,169.27,2390
557,1,11/21/2016,168,169.2,2560
558,1,11/22/2016,167,169.19,2495
559,1,11/23/2016,166,169.03,2485
560,1,11/24/2016,166,168.53,2495
561,1,11/25/2016,166,168.09,2550
562,1,11/26/2016,166,167.69,2850
563,1,11/27/2016,167,167.33,2595
564,1,11/28/2016,166,167.13,2645
565,1,11/29/2016,166,166.91,2475
566,1,11/30/2016,167,166.8,2220
567,1,12/1/2016,166,166.9,2720
568,1,12/2/2016,166,166.91,2590
569,1,12/3/2016,165,166.86,2230
570,1,12/4/2016,165,166.71,2770
571,1,12/5/2016,165,166.4,2345
572,1,12/6/2016,165,166.26,3070
573,1,12/7/2016,164,166.04,2620
574,1,12/8/2016,165,165.61,2630
575,1,12/9/2016,166,165.47,2320
576,1,12/10/2016,165,165.49,2680
577,1,12/11/2016,164,165.43,2540
578,1,12/12/2016,163,165.4,2560
579,1,12/13/2016,164,165.11,2740
580,1,12/14/2016,163,164.99,2455
581,1,12/15/2016,163,164.91,2515
582,1,12/16/2016,164,164.63,2295
583,1,12/17/2016,164,164.3,2645
584,1,12/18/2016,164,164.17,2910
585,1,12/19/2016,164,164.17,2695
586,1,12/20/2016,164,164.33,2575
587,1,12/21/2016,163,164.29,2480
588,1,12/22/2016,161,164.23,2255
589,1,12/23/2016,162,164,2560
590,1,12/24/2016,161,163.73,2770
591,1,12/25/2016,161,163.29,2955
592,1,12/26/2016,162,162.83,2955
593,1,12/27/2016,163,162.5,2660
594,1,12/28/2016,161,162.41,2395
595,1,12/29/2016,162,162.2,2490
596,1,12/30/2016,161,162.29,2495
597,1,12/31/2016,162,162.19,2410
598,1,1/1/2017,161,162.36,2520
599,1,1/2/2017,159,162.34,2690
600,1,1/3/2017,159,161.96,2185
601,1,1/4/2017,160,161.43,2685
602,1,1/5/2017,160,161.2,2380
603,1,1/6/2017,161,160.94,2635
604,1,1/7/2017,161,160.93,2680
605,1,1/8/2017,161,160.7,2575
606,1,1/9/2017,159,160.66,2465
607,1,1/10/2017,159,160.66,2455
608,1,1/11/2017,159,160.61,2450
609,1,1/12/2017,159,160.53,2450
610,1,1/13/2017,160,160.41,2430
611,1,1/14/2017,159,160.23,2825
612,1,1/15/2017,159,160,2585
613,1,1/16/2017,159,159.81,2515
614,1,1/17/2017,158,159.81,2470
615,1,1/18/2017,158,159.71,2800
616,1,1/19/2017,158,159.57,2715
617,1,1/20/2017,158,159.41,2655
618,1,1/21/2017,158,159.1,3065
619,1,1/22/2017,157,158.9,2770
620,1,1/23/2017,158,158.56,2960
621,1,1/24/2017,157,158.29,3180
622,1,1/25/2017,158,158.09,2350
623,1,1/26/2017,157,158.1,2845
624,1,1/27/2017,157,157.84,2700
625,1,1/28/2017,157,157.76,2990
626,1,1/29/2017,156,157.63,3130
627,1,1/30/2017,156,157.54,3305
628,1,1/31/2017,157,157.33,2435
629,1,2/1/2017,156,157.37,2610
630,1,2/2/2017,156,157.06,2555
631,1,2/3/2017,157,156.91,2615
632,1,2/4/2017,155,156.87,2935
633,1,2/5/2017,156,156.66,3915
634,1,2/6/2017,157,156.59,2440
635,1,2/7/2017,156,156.76,3340
636,1,2/8/2017,157,156.53,2740
637,1,2/9/2017,158,156.69,2670
638,1,2/10/2017,158,157.06,2500
639,1,2/11/2017,158,157.29,2580
640,1,2/12/2017,157,157.61,2785
641,1,2/13/2017,157,157.73,2570
642,1,2/14/2017,155,157.66,2715
643,1,2/15/2017,157,157.57,2885
644,1,2/16/2017,156,157.5,2685
645,1,2/17/2017,156,157.21,3160
646,1,2/18/2017,156,156.9,2865
647,1,2/19/2017,154,156.69,3005
648,1,2/20/2017,156,156.34,3150
649,1,2/21/2017,155,156.17,3380
650,1,2/22/2017,157,156.2,3295
651,1,2/23/2017,156,156.24,3070
652,1,2/24/2017,157,156.26,2720
653,1,2/25/2017,157,156.44,2815
654,1,2/26/2017,157,156.59,3140
655,1,2/27/2017,157,157.03,2860
656,1,2/28/2017,156,157.27,2935
657,1,3/1/2017,157,157.39,2905
658,1,3/2/2017,157,157.41,2410
659,1,3/3/2017,155,157.51,2880
660,1,3/4/2017,154,157.14,3165
661,1,3/5/2017,154,156.7,3085
662,1,3/6/2017,156,156.19,3040
663,1,3/7/2017,156,156.04,3010
664,1,3/8/2017,157,156.07,3305
665,1,3/9/2017,158,156.03,2545
666,1,3/10/2017,157,156.17,2805
667,1,3/11/2017,158,156.44,2810
668,1,3/12/2017,158,156.96,3145
669,1,3/13/2017,159,157.57,2900
670,1,3/14/2017,158,157.91,2840
671,1,3/15/2017,156,158.14,2900
672,1,3/16/2017,157,157.97,3225
673,1,3/17/2017,156,157.81,3075
674,1,3/18/2017,156,157.76,3235
675,1,3/19/2017,156,157.57,3680
676,1,3/20/2017,156,157.27,2815
677,1,3/21/2017,156,156.87,3095
678,1,3/22/2017,156,156.53,3585
679,1,3/23/2017,156,156.6,3400
680,1,3/24/2017,157,156.54,2705
681,1,3/25/2017,158,156.63,3425
682,1,3/26/2017,159,156.9,2990
683,1,3/27/2017,157,157.31,3795
684,1,3/28/2017,157,157.51,3575
685,1,3/29/2017,158,157.7,3185
686,1,3/30/2017,157,158.01,3795
687,1,3/31/2017,158,158.03,3460
688,1,4/1/2017,159,158.21,3310
689,1,4/2/2017,160,158.3,3200
690,1,4/3/2017,161,158.4,3410
691,1,4/4/2017,160,158.89,3085
692,1,4/5/2017,161,159.4,3125
693,1,4/6/2017,160,159.7,2925
694,1,4/7/2017,159,160.21,3120
695,1,4/8/2017,161,160.33,2665
696,1,4/9/2017,161,160.59,2825
697,1,4/10/2017,159,160.8,3175
698,1,4/11/2017,158,160.57,2750
699,1,4/12/2017,158,160.27,3565
